Title,Year,Worldwide_Box_Office,WBO_Adjusted_for_Inflation
South Central,1992,1373196.0,3569200.33
Little Nemo: Adventures in Slumberland,1992,1368000.0,3555694.92
Gas Food Lodging,1992,1342613.0,3489709.23
Brother's Keeper,1992,1305915.0,3394324.08
Spike & Mike's Festival of Animation Volume 1,1992,1268529.0,3297150.68
The Best Intentions,1992,1253106.0,3257063.34
Toto the Hero,1992,1228153.0,3192205.69
The Hairdresser's Husband,1992,1217084.0,3163435.23
Freddie as F.R.O.7.,1992,1119368.0,2909452.57
Mistress,1992,1102469.0,2865528.82
Waterland,1992,1100218.0,2859678.04
Steeper & Deeper,1992,1076685.0,2798511.25
Light Sleeper,1992,1055987.0,2744713.17
Europa,1992,1007001.0,2617389.14
35 Up,1992,922872.0,2398721.7
Ruby,1992,919286.0,2389401.0
Brain Donors,1992,918239.0,2386679.64
Rampage,1992,796368.0,2069913.49
Cabeza de Vaca,1992,789127.0,2051092.74
Turtle Beach,1992,778535.0,2023562.1
Love Potion No. 9,1992,754935.0,1962221.16
Edward II,1992,694438.0,1804977.83
The Living End,1992,692585.0,1800161.53
Johnny Stecchino,1992,626057.0,1627242.47
Wild Orchid II: Two Shades of Blue,1992,573904.0,1491686.8
Incident at Oglala,1992,536848.0,1395371.13
Proof,1992,524668.0,1363712.97
Voyager,1992,516517.0,1342526.96
Crossing the Bridge,1992,479676.0,1246770.12
Danzón,1992,450501.0,1170938.68
Storyville,1992,422503.0,1098166.5
The Adjuster,1992,396573.0,1030769.45
Where the Day Takes You,1992,390152.0,1014080.03
Close to Eden,1992,377832.0,982057.99
Monster in a Box,1992,311245.0,808985.58
The Panama Deception,1992,309596.0,804699.51
Hard Promises,1992,306319.0,796181.95
Becoming Colette,1992,272931.0,709400.13
Jurassic Park,1993,978167947.0,2408963984.95
Mrs. Doubtfire,1993,219195446.0,539819298.62
The Fugitive,1993,183875760.0,452836432.54
The Firm,1993,158348367.0,389969344.58
Sleepless in Seattle,1993,126680884.0,311980870.03
Indecent Proposal,1993,106614059.0,262561689.13
In the Line of Fire,1993,102314823.0,251973829.74
The Pelican Brief,1993,100768056.0,248164559.55
Schindler's List,1993,96065768.0,236584091.73
Cliffhanger,1993,84049211.0,206990550.94
Free Willy,1993,77698625.0,191350769.45
Philadelphia,1993,77446440.0,190729705.77
Groundhog Day,1993,70907146.0,174625187.33
Grumpy Old Men,1993,70172621.0,172816250.25
Cool Runnings,1993,68856263.0,169574415.33
Dave,1993,63270710.0,155818703.89
Rising Sun,1993,63179523.0,155594134.89
Demolition Man,1993,58055768.0,142975707.45
Sister Act 2: Back in the Habit,1993,57319029.0,141161317.89
Tombstone,1993,56505065.0,139156743.96
The Three Musketeers,1993,53898845.0,132738326.62
Rookie of the Year,1993,53615089.0,132039512.08
Beethoven's 2nd,1993,53443066.0,131615865.8
Dennis the Menace,1993,51270765.0,126266073.99
Sommersby,1993,50081992.0,123338446.52
The Nightmare Before Christmas,1993,50033869.0,123219932.55
Last Action Hero,1993,50016394.0,123176896.33
Addams Family Values,1993,48919043.0,120474416.61
Malice,1993,46405336.0,114283833.85
Made in America,1993,44942695.0,110681743.33
The Good Son,1993,44789789.0,110305177.07
The Beverly Hillbillies,1993,44029386.0,108432509.45
Teenage Mutant Ninja Turtles III,1993,42273609.0,104108503.97
Homeward Bound: The Incredible Journey,1993,41833324.0,103024200.7
Snow White and the Seven Dwarfs 1993 Re-release,1993,41634471.0,102534479.36
Falling Down,1993,40903593.0,100734523.86
The Piano,1993,40157856.0,98897974.64
Hocus Pocus,1993,39514752.0,97314182.84
What's Love Got to Do with It,1993,39100956.0,96295114.83
Hot Shots! Part Deux,1993,38922972.0,95856788.22
Carlito's Way,1993,36948322.0,90993757.54
Alive,1993,36733909.0,90465716.12
Son in Law,1993,36448400.0,89762584.41
Sliver,1993,36300000.0,89397115.21
Robin Hood: Men in Tights,1993,35739755.0,88017382.79
Dragon: The Bruce Lee Story,1993,35113743.0,86475683.98
The Joy Luck Club,1993,32901136.0,81026629.35
Hard Target,1993,32589677.0,80259589.79
The Sandlot,1993,32434006.0,79876214.08
The Age of Innocence,1993,32255440.0,79436454.16
Cop & ½,1993,31889691.0,78535712.96
The Secret Garden,1993,31181347.0,76791252.62
A Perfect World,1993,31130999.0,76667259.07
Point of No Return,1993,30038362.0,73976388.66
Loaded Weapon 1,1993,27979399.0,68905717.79
Menace II Society,1993,27912072.0,68739909.54
My Life,1993,27804899.0,68475971.33
Poetic Justice,1993,27515786.0,67763963.94
Shadowlands,1993,25842377.0,63642808.65
In the Name of the Father,1993,25096862.0,61806806.16
The Man Without a Face,1993,24760338.0,60978038.26
Striking Distance,1993,24107867.0,59371178.06
The Adventures of Huck Finn,1993,24103594.0,59360654.82
Benny & Joon,1993,23261580.0,57287001.3
The Remains of the Day,1993,23240144.0,57234210.21
The Program,1993,23032565.0,56722999.09
Guilty as Sin,1993,22866222.0,56313341.12
Rudy,1993,22750363.0,56028011.63
Much Ado About Nothing,1993,22549338.0,55532941.24
Nowhere to Run,1993,22189039.0,54645621.93
Like Water for Chocolate,1993,21665468.0,53356207.68
Coneheads,1993,21274717.0,52393893.3
Super Mario Bros.,1993,20915629.0,51509556.35
Another Stakeout,1993,20208496.0,49768078.38
Fire in the Sky,1993,19885552.0,48972754.36
Sniper,1993,18994653.0,46778710.27
Untamed Heart,1993,18898806.0,46542664.94
Geronimo: An American Legend,1993,18635620.0,45894508.77
Posse,1993,18289763.0,45042756.2
CB4,1993,17953778.0,44215315.71
Born Yesterday,1993,17952857.0,44213047.54
A Bronx Tale,1993,17287898.0,42575432.76
Sidekicks,1993,17180393.0,42310676.93
Heart and Souls,1993,16589540.0,40855565.25
Jason Goes to Hell,1993,15935068.0,39243777.13
Needful Things,1993,15185672.0,37398216.79
Indian Summer,1993,14904910.0,36706775.66
The Vanishing,1993,14543394.0,35816459.2
The Crush,1993,13609396.0,33516273.89
Body of Evidence,1993,13273595.0,32689286.54
True Romance,1993,13088778.0,32234132.09
Man's Best Friend,1993,12974636.0,31953031.11
A Far Off Place,1993,12890752.0,31746447.43
Weekend at Bernie's II,1993,12741891.0,31379842.91
Judgment Night,1993,12526677.0,30849828.84
Life with Mikey,1993,12440858.0,30638479.78
Undercover Blues,1993,12324660.0,30352315.43
Strictly Ballroom,1993,11739220.0,28910534.51
So I Married an Axe Murderer,1993,11585483.0,28531921.72
Army of Darkness,1993,11502976.0,28328729.22
Manhattan Murder Mystery,1993,11330911.0,27904979.51
Who's the Man?,1993,11299730.0,27828189.11
For Love or Money,1993,11146270.0,27450258.49
Mad Dog and Glory,1993,11081586.0,27290959.24
Gettysburg,1993,10769960.0,26523508.4
RoboCop 3,1993,10696210.0,26341882.03
The Dark Half,1993,10611160.0,26132426.81
Look Who's Talking Now,1993,10340263.0,25465280.52
Boiling Point,1993,10058318.0,24770925.98
What's Eating Gilbert Grape,1993,10032765.0,24707995.83
Amos & Andrew,1993,9745803.0,24001285.77
Flesh and Bone,1993,9709451.0,23911760.6
Matinee,1993,9532895.0,23476950.76
We're Back! A Dinosaur's Story,1993,9317021.0,22945311.29
Lost in Yonkers,1993,9285189.0,22866917.65
Leprechaun,1993,8556940.0,21073436.67
Mr. Jones,1993,8345845.0,20553566.58
Dazed and Confused,1993,8145333.0,20059759.58
Aspen Extreme,1993,8041049.0,19802936.19
The Meteor Man,1993,8016708.0,19742990.87
Fatal Instinct,1993,7839327.0,19306149.28
Lorenzo's Oil,1993,7286388.0,17944409.57
Searching for Bobby Fischer,1993,7266383.0,17895142.65
Fearless,1993,6995302.0,17227543.22
Children of the Corn II: The Final Sacrifice,1993,6980986.0,17192286.77
The Wedding Banquet,1993,6933459.0,17075240.58
Fortress,1993,6739141.0,16596687.72
Best of the Best II,1993,6608687.0,16275414.69
Once Upon a Forest,1993,6582052.0,16209819.86
The Real McCoy,1993,6484246.0,15968950.05
The Temp,1993,6419876.0,15810424.09
Six Degrees of Separation,1993,6405918.0,15776049.3
Farewell My Concubine,1993,6112280.0,15052898.05
Short Cuts,1993,6110979.0,15049694.04
The Cemetery Club,1993,6011745.0,14805307.45
Heaven & Earth,1993,5864949.0,14443788.47
Batman: Mask of the Phantasm,1993,5830391.0,14358681.43
Hear No Evil,1993,5679569.0,13987247.5
Swing Kids,1993,5632086.0,13870309.67
Three of Hearts,1993,5495507.0,13533952.41
Orlando,1993,5319445.0,13100359.16
Jack the Bear,1993,5145823.0,12672774.97
Ghost in the Machine,1993,5086909.0,12527685.67
Surf Ninjas,1993,4916135.0,12107115.34
Into the West,1993,4791029.0,11799012.99
"Blood In, Blood Out",1993,4496583.0,11073871.86
Mr. Nanny,1993,4348572.0,10709360.66
This Boy's Life,1993,4104962.0,10109414.9
Warlock: The Armageddon,1993,3902679.0,9611246.4
Tom and Jerry: The Movie,1993,3560469.0,8768475.41
Father Hood,1993,3418141.0,8417959.91
My Boyfriend's Back,1993,3335984.0,8215629.37
Screen Two: The Snapper,1993,3323524.0,8184943.74
Happily Ever After,1993,3299382.0,8125488.51
Only the Strong,1993,3283371.0,8086057.73
Splitting Heirs,1993,3246063.0,7994178.18
Mr. Wonderful,1993,3125424.0,7697076.84
Airborne,1993,2850263.0,7019429.47
The Judas Project,1993,2850135.0,7019114.24
Map of the Human Heart,1993,2807843.0,6914960.45
Hexed,1993,2786807.0,6863154.45
Calendar Girl,1993,2570550.0,6330571.75
Son of the Pink Panther,1993,2438031.0,6004213.17
Kalifornia,1993,2395231.0,5898808.31
Rich in Love,1993,2149866.0,5294540.45
The Nutcracker,1993,2119994.0,5220973.77
Screen Two: The Clothes in the Wardrobe,1993,2106846.0,5188593.79
Married to It,1993,2059832.0,5072810.98
El Mariachi,1993,2040920.0,5026235.82
Nemesis,1993,2001124.0,4928229.0
The Story of Qiu Ju,1993,1890247.0,4655168.84
The Night We Never Met,1993,1884814.0,4641788.82
Boxing Helena,1993,1796389.0,4424021.88
Naked,1993,1769305.0,4357321.29
Carnosaur,1993,1753979.0,4319577.49
A Home of Our Own,1993,1677807.0,4131986.38
Josh and S.A.M.,1993,1640220.0,4039419.73
Black Diamond Rush,1993,1634386.0,4025052.16
Wide Sargasso Sea,1993,1614784.0,3976777.72
A Heart in Winter,1993,1605437.0,3953758.58
M. Butterfly,1993,1498795.0,3691128.08
A Dangerous Woman,1993,1497222.0,3687254.2
Ernest Rides Again,1993,1450029.0,3571030.57
Shadow of the Wolf,1993,1434174.0,3531983.98
Three Colors: Blue,1993,1324974.0,3263053.81
Thirty Two Short Films About Glenn Gould,1993,1319521.0,3249624.54
Baraka,1993,1256698.0,3094908.43
King of the Hill,1993,1214231.0,2990323.65
"Olivier, Olivier",1993,1154476.0,2843163.2
Excessive Force,1993,1152117.0,2837353.61
Money for Nothing,1993,1039824.0,2560806.22
The Thing Called Love,1993,1029721.0,2535925.26
Love Field,1993,1014726.0,2498996.62
"We Love It!/The Man Who Yelled/The Stain/Billy Nayer/Little Wolf/The Square of Light/Prehistoric Beast/I Think I Was an Alcoholic/The Sandman/Words, Words, Words/Gahan Wilson's Diner",1993,1012881.0,2494452.88
Ruby in Paradise,1993,1001437.0,2466269.39
The Stolen Children,1993,931280.0,2293491.61
Knight Moves,1993,923418.0,2274129.62
The War Room,1993,901668.0,2220565.24
Street Knight,1993,841015.0,2071193.25
The Last Days of Chez Nous,1993,831578.0,2047952.46
The Lion King,1994,763455561.0,1653767264.9
Forrest Gump,1994,329695743.0,714173889.09
True Lies,1994,146282411.0,316871177.71
The Santa Clause,1994,144833964.0,313733609.06
The Flintstones,1994,130531208.0,282751544.25
Dumb and Dumber,1994,127175668.0,275482906.11
Clear and Present Danger,1994,122187717.0,264678203.77
Speed,1994,121248452.0,262643605.05
The Mask,1994,119938730.0,259806537.01
Pulp Fiction,1994,107968758.0,233877656.71
Interview with the Vampire: The Vampire Chronicles,1994,105295870.0,228087752.36
Maverick,1994,101631272.0,220149645.0
Street Fighter,1994,99431786.0,215385205.34
The Client,1994,92115211.0,199536329.73
Disclosure,1994,83015089.0,179824005.08
Star Trek: Generations,1994,75671125.0,163915800.49
Ace Ventura: Pet Detective,1994,72217396.0,156434469.22
Stargate,1994,71567262.0,155026174.65
Legends of the Fall,1994,66638883.0,144350514.82
Wolf,1994,65002597.0,140806056.75
The Specialist,1994,57362582.0,124256558.19
Four Weddings and a Funeral,1994,52700832.0,114158459.57
The Little Rascals,1994,52125282.0,112911725.91
Naked Gun 33 1/3: The Final Insult,1994,51132598.0,110761413.06
The Crow,1994,50700524.0,109825471.43
Natural Born Killers,1994,50283942.0,108923087.97
Angels in the Outfield,1994,50236831.0,108821037.98
Little Women,1994,50085123.0,108492414.11
When a Man Loves a Woman,1994,50021959.0,108355590.75
The River Wild,1994,46816343.0,101411712.05
D2: The Mighty Ducks,1994,45610410.0,98799467.64
Timecop,1994,44853581.0,97160054.57
City Slickers II: The Legend of Curly's Gold,1994,43622150.0,94492577.41
The Jungle Book,1994,43229904.0,93642909.62
Beverly Hills Cop III,1994,42614912.0,92310738.26
Nobody's Fool,1994,39491975.0,85545955.54
The Paper,1994,38824341.0,84099753.16
On Deadly Ground,1994,38590458.0,83593125.05
Richie Rich,1994,38087756.0,82504191.84
It Could Happen to You,1994,37939757.0,82183602.26
Junior,1994,36763355.0,79635326.73
Nell,1994,33683817.0,72964553.22
The Shadow,1994,32063435.0,69454545.77
I Love Trouble,1994,30806194.0,66731160.0
Major League II,1994,30626182.0,66341225.12
Blank Check,1994,30577969.0,66236788.02
Blown Away,1994,30156002.0,65322739.78
A Low Down Dirty Shame,1994,29392418.0,63668694.3
In the Army Now,1994,28881266.0,62561457.04
Drop Zone,1994,28735315.0,62245303.75
The Shawshank Redemption,1994,28343072.0,61395642.46
Guarding Tess,1994,27058304.0,58612628.8
I.Q.,1994,26381221.0,57145958.36
My Father the Hero,1994,25479558.0,55192811.6
Wyatt Earp,1994,25052000.0,54266652.36
Quiz Show,1994,24822619.0,53769776.3
Renaissance Man,1994,24332324.0,52707718.65
Blue Chips,1994,23070663.0,49974758.45
Frankenstein,1994,22006296.0,47669168.72
Intersection,1994,21355893.0,46260291.44
The Air Up There,1994,21011318.0,45513886.7
Iron Will,1994,21006361.0,45503149.04
Reality Bites,1994,20982639.0,45451763.38
Jason's Lyric,1994,20851521.0,45167740.75
Speechless,1994,20667959.0,44770116.0
The Cowboy Way,1994,20280016.0,43929769.2
"Corrina, Corrina",1994,20164171.0,43678830.34
Only You,1994,20059210.0,43451467.97
With Honors,1994,20016254.0,43358418.38
Color of Night,1994,19726050.0,42729789.95
New Nightmare,1994,19721741.0,42720455.96
8 Seconds,1994,19623396.0,42507424.91
Léon: The Professional,1994,19501737.0,42243891.99
Little Giants,1994,19306362.0,41820678.39
House Party 3,1994,19281235.0,41766249.27
Getting Even with Dad,1994,18869594.0,40874568.81
Love Affair,1994,18272894.0,39582020.85
Sugar Hill,1994,18225518.0,39479396.83
Milk Money,1994,18137661.0,39289084.47
My Girl 2,1994,17359799.0,37604110.54
Miracle on 34th Street,1994,17320136.0,37518194.12
The War,1994,16928556.0,36669969.0
Baby's Day Out,1994,16827402.0,36450853.2
Lightning Jack,1994,16821273.0,36437576.81
Andre,1994,16820893.0,36436753.66
Blink,1994,16696219.0,36166689.77
Terminal Velocity,1994,16487349.0,35714243.83
Monkey Trouble,1994,16453258.0,35640397.26
Above the Rim,1994,16192320.0,35075163.67
The Getaway,1994,16094974.0,34864296.61
The Next Karate Kid,1994,15876353.0,34390728.44
No Escape,1994,15339030.0,33226800.6
Bad Girls,1994,15240435.0,33013228.0
The Madness of King George,1994,15238689.0,33009445.89
Threesome,1994,14815317.0,32092354.19
The Pagemaster,1994,13670688.0,29612904.09
Crooklyn,1994,13642861.0,29552626.34
Bullets Over Broadway,1994,13383747.0,28991343.83
Greedy,1994,13137484.0,28457898.65
Little Big League,1994,12267790.0,26574001.88
3 Ninjas Kick Back,1994,11798854.0,25558211.25
The Ref,1994,11439193.0,24779127.81
Cops and Robbersons,1994,11391093.0,24674935.49
Thumbelina,1994,11373501.0,24636828.39
Ready to Wear,1994,11300653.0,24479027.93
"The Adventures of Priscilla, Queen of the Desert",1994,11227690.0,24320978.37
Camp Nowhere,1994,10475705.0,22692058.18
I'll Do Anything,1994,10424645.0,22581454.02
Martin Lawrence: You So Crazy,1994,10184701.0,22061696.81
Lassie,1994,9979683.0,21617594.92
Immortal Beloved,1994,9914409.0,21476200.96
The Swan Princess,1994,9771658.0,21166979.39
Angie,1994,9398308.0,20358243.37
The Inkwell,1994,8880705.0,19237032.21
White Fang 2: Myth of the White Wolf,1994,8878839.0,19232990.16
The Puppet Masters,1994,8647042.0,18730880.65
Fresh,1994,8094616.0,17534237.28
The Nightmare Before Christmas 1994 Re-release,1994,8016418.0,17364847.87
Blankman,1994,7941977.0,17203596.71
The Chase,1994,7924955.0,17166724.33
Hoop Dreams,1994,7830611.0,16962360.09
Serial Mom,1994,7823437.0,16946820.05
Sirens,1994,7770731.0,16832650.4
Surviving the Game,1994,7727256.0,16738476.57
Clifford,1994,7408745.0,16048530.63
Clean Slate,1994,7355425.0,15933030.95
Eat Drink Man Woman,1994,7294403.0,15800847.51
Barcelona,1994,7266973.0,15741429.73
North,1994,7182747.0,15558982.69
Trial by Jury,1994,6971777.0,15101987.82
Exit to Eden,1994,6841570.0,14819938.56
Mixed Nuts,1994,6821850.0,14777221.87
The Road to Wellville,1994,6562513.0,14215456.31
The House of the Spirits,1994,6265311.0,13571669.09
Widows' Peak,1994,6243722.0,13524903.85
Trapped in Paradise,1994,6017509.0,13034890.19
Ed Wood,1994,5887457.0,12753176.68
The Last Seduction,1994,5842603.0,12656015.72
Airheads,1994,5751882.0,12459499.48
Belle Epoque,1994,5418502.0,11737344.9
Little Buddha,1994,4858139.0,10523508.71
Black Beauty,1994,4630377.0,10030139.67
Wagons East,1994,4412297.0,9557743.39
Brainscan,1994,4352094.0,9427334.03
PCU,1994,4330020.0,9379518.2
Jimmy Hollywood,1994,3783003.0,8194591.6
Cabin Boy,1994,3662459.0,7933473.95
Three Colors: Red,1994,3599538.0,7797176.96
A Simple Twist of Fate,1994,3430583.0,7431193.32
Gunmen,1994,3411885.0,7390690.45
Blue Sky,1994,3359465.0,7277140.32
Squanto: A Warrior's Tale,1994,3342223.0,7239791.38
Romeo Is Bleeding,1994,3275585.0,7095442.78
Mi vida loca,1994,3267313.0,7077524.3
Silent Fall,1994,3180674.0,6889850.32
Clerks,1994,3151130.0,6825853.28
The Favor,1994,3134381.0,6789572.25
Death and the Maiden,1994,3103716.0,6723146.94
Princess Caraboo,1994,3062530.0,6633931.46
Heavenly Creatures,1994,3049950.0,6606681.16
China Moon,1994,3038499.0,6581876.45
The Hudsucker Proxy,1994,2816518.0,6101029.98
The Scout,1994,2694234.0,5836143.22
Red Rock West,1994,2502551.0,5420927.08
Backbeat,1994,2392589.0,5182731.74
Double Dragon,1994,2341309.0,5071651.03
To Live,1994,2332728.0,5053063.21
A Good Man in Africa,1994,2308390.0,5000343.19
Leprechaun 2,1994,2260622.0,4896870.04
The Endless Summer 2,1994,2155385.0,4668909.81
Mrs. Parker and the Vicious Circle,1994,2144667.0,4645692.9
The Princess and the Goblin,1994,2105078.0,4559936.77
Kika,1994,2019581.0,4374736.55
Vertical Reality,1994,1951429.0,4227108.38
Bitter Moon,1994,1862805.0,4035134.57
I Like It Like That,1994,1760527.0,3813584.01
Vanya on 42nd Street,1994,1746050.0,3782224.51
Even Cowgirls Get the Blues,1994,1708873.0,3701693.16
Death Wish: The Face of Death,1994,1702394.0,3687658.61
The Scent of Green Papaya,1994,1700992.0,3684621.65
Safe Passage,1994,1618282.0,3505458.51
Chasers,1994,1596687.0,3458680.28
Being Human,1994,1519366.0,3291190.58
Spanking the Monkey,1994,1359736.0,2945406.39
Radioland Murders,1994,1316865.0,2852540.92
Queen Margot,1994,1292232.0,2799181.89
Three Colors: White,1994,1247122.0,2701466.39
"Car 54, Where Are You?",1994,1238080.0,2681879.97
A Million to Juan,1994,1220842.0,2644539.69
"Ciao, Professore!",1994,1113435.0,2411878.89
Naked in New York,1994,1038959.0,2250551.93
Cobb,1994,1007583.0,2182586.48
A Man of No Importance,1994,920916.0,1994851.85
